[*] 股票代码: hs_002076,  当前价为: 4.03, 最高价为: 4.66, 最低价为: 2.63
[*] 股票代码: hs_600794,  当前价为: 3.19, 最高价为: 3.53, 最低价为: 2.56
[*] 股票代码: hs_600558,  当前价为: 3.93, 最高价为: 4.29, 最低价为: 3.10
[*] 股票代码: hs_601968,  当前价为: 5.00, 最高价为: 5.47, 最低价为: 3.92
[*] 股票代码: hs_600590,  当前价为: 6.80, 最高价为: 7.35, 最低价为: 5.27
[*] 股票代码: hs_600028,  当前价为: 5.85, 最高价为: 6.22, 最低价为: 4.96
[*] 股票代码: hs_600578,  当前价为: 3.29, 最高价为: 3.46, 最低价为: 2.82
[*] 股票代码: hs_601898,  当前价为: 5.12, 最高价为: 5.45, 最低价为: 4.56
[*] 股票代码: hs_601005,  当前价为: 2.23, 最高价为: 2.42, 最低价为: 1.86
[*] 股票代码: hs_600026,  当前价为: 5.57, 最高价为: 6.09, 最低价为: 4.30
[*] 股票代码: hs_600288,  当前价为: 10.99, 最高价为: 12.21, 最低价为: 6.75
[*] 股票代码: hs_603679,  当前价为: 35.77, 最高价为: 38.40, 最低价为: 21.07
[*] 股票代码: hs_601068,  当前价为: 8.17, 最高价为: 9.34, 最低价为: 5.01
[*] 股票代码: hs_300724,  当前价为: 34.86, 最高价为: 43.40, 最低价为: 26.01
[*] 股票代码: hs_601886,  当前价为: 8.55, 最高价为: 9.27, 最低价为: 6.90
[*] 股票代码: hs_002502,  当前价为: 4.42, 最高价为: 5.07, 最低价为: 3.30
[*] 股票代码: hs_000565,  当前价为: 5.57, 最高价为: 6.06, 最低价为: 4.14
[*] 股票代码: hs_600702,  当前价为: 27.12, 最高价为: 29.58, 最低价为: 21.20
[*] 股票代码: hs_601898,  当前价为: 5.12, 最高价为: 5.45, 最低价为: 4.56
[*] 股票代码: hs_600761,  当前价为: 10.23, 最高价为: 10.83, 最低价为: 8.62
[*] 股票代码: hs_600333,  当前价为: 5.72, 最高价为: 6.57, 最低价为: 4.86
[*] 股票代码: hs_600236,  当前价为: 5.65, 最高价为: 6.03, 最低价为: 5.10
[*] 股票代码: hs_002857,  当前价为: 12.60, 最高价为: 13.52, 最低价为: 10.36
[*] 股票代码: hs_603979,  当前价为: 8.82, 最高价为: 9.22, 最低价为: 7.25
[*] 股票代码: hs_600282,  当前价为: 4.00, 最高价为: 4.29, 最低价为: 3.32
[*] 股票代码: hs_603363,  当前价为: 15.32, 最高价为: 15.40, 最低价为: 7.26
[*] 股票代码: hs_600057,  当前价为: 4.86, 最高价为: 5.13, 最低价为: 4.09
[*] 股票代码: hs_600970,  当前价为: 6.68, 最高价为: 7.15, 最低价为: 5.39
[*] 股票代码: hs_600782,  当前价为: 5.88, 最高价为: 6.35, 最低价为: 4.88
[*] 股票代码: hs_600456,  当前价为: 20.82, 最高价为: 22.45, 最低价为: 14.62
[*] 股票代码: hs_603871,  当前价为: 44.88, 最高价为: 47.64, 最低价为: 32.83
[*] 股票代码: hs_600487,  当前价为: 21.96, 最高价为: 23.22, 最低价为: 16.10
[*] 股票代码: hs_603338,  当前价为: 67.90, 最高价为: 73.66, 最低价为: 54.10
[*] 股票代码: hs_601336,  当前价为: 49.15, 最高价为: 56.19, 最低价为: 39.01
[*] 股票代码: hs_600126,  当前价为: 4.92, 最高价为: 5.29, 最低价为: 4.36
[*] 股票代码: hs_603192,  当前价为: 33.12, 最高价为: 35.48, 最低价为: 27.21
[*] 股票代码: hs_600618,  当前价为: 7.66, 最高价为: 8.22, 最低价为: 6.41
[*] 股票代码: hs_600711,  当前价为: 5.97, 最高价为: 6.86, 最低价为: 4.50
[*] 股票代码: hs_601633,  当前价为: 7.38, 最高价为: 8.44, 最低价为: 5.50
[*] 股票代码: hs_601608,  当前价为: 5.67, 最高价为: 6.31, 最低价为: 2.57
[*] 股票代码: hs_601011,  当前价为: 6.35, 最高价为: 6.97, 最低价为: 5.36
[*] 股票代码: hs_002471,  当前价为: 3.30, 最高价为: 3.73, 最低价为: 2.63
[*] 股票代码: hs_600880,  当前价为: 4.39, 最高价为: 4.66, 最低价为: 3.23
[*] 股票代码: hs_603108,  当前价为: 10.03, 最高价为: 10.37, 最低价为: 6.74
[*] 股票代码: hs_600496,  当前价为: 3.14, 最高价为: 3.41, 最低价为: 2.54
[*] 股票代码: hs_600623,  当前价为: 8.78, 最高价为: 9.44, 最低价为: 7.19
[*] 股票代码: hs_600129,  当前价为: 10.64, 最高价为: 11.35, 最低价为: 7.81
[*] 股票代码: hs_600505,  当前价为: 6.59, 最高价为: 7.37, 最低价为: 4.49
[*] 股票代码: hs_601992,  当前价为: 3.95, 最高价为: 4.30, 最低价为: 3.20
[*] 股票代码: hs_600507,  当前价为: 13.67, 最高价为: 15.20, 最低价为: 9.66
[*] 股票代码: hs_603388,  当前价为: 11.46, 最高价为: 12.35, 最低价为: 9.51
[*] 股票代码: hs_600083,  当前价为: 17.63, 最高价为: 19.15, 最低价为: 16.11
[*] 股票代码: hs_600178,  当前价为: 5.33, 最高价为: 6.20, 最低价为: 4.14
[*] 股票代码: hs_600580,  当前价为: 8.03, 最高价为: 8.36, 最低价为: 6.26
[*] 股票代码: hs_600559,  当前价为: 15.14, 最高价为: 16.35, 最低价为: 11.85
[*] 股票代码: hs_002503,  当前价为: 2.87, 最高价为: 3.30, 最低价为: 2.05
[*] 股票代码: hs_000782,  当前价为: 5.02, 最高价为: 5.27, 最低价为: 3.91
[*] 股票代码: hs_603869,  当前价为: 20.06, 最高价为: 21.06, 最低价为: 14.71
[*] 股票代码: hs_002723,  当前价为: 10.26, 最高价为: 11.23, 最低价为: 7.65
[*] 股票代码: hs_000691,  当前价为: 4.71, 最高价为: 5.22, 最低价为: 3.71
[*] 股票代码: hs_000587,  当前价为: 3.59, 最高价为: 4.08, 最低价为: 2.29
[*] 股票代码: hs_002662,  当前价为: 4.70, 最高价为: 5.15, 最低价为: 3.72
[*] 股票代码: hs_002143,  当前价为: 4.42, 最高价为: 5.08, 最低价为: 2.51
[*] 股票代码: hs_002131,  当前价为: 2.41, 最高价为: 2.51, 最低价为: 1.27
[*] 股票代码: hs_002684,  当前价为: 6.75, 最高价为: 8.00, 最低价为: 5.20
[*] 股票代码: hs_000415,  当前价为: 4.58, 最高价为: 5.07, 最低价为: 3.36
[*] 股票代码: hs_000750,  当前价为: 5.75, 最高价为: 6.68, 最低价为: 4.00
[*] 股票代码: hs_000673,  当前价为: 5.11, 最高价为: 5.85, 最低价为: 3.42
[*] 股票代码: hs_000004,  当前价为: 17.98, 最高价为: 20.68, 最低价为: 14.05
[*] 股票代码: hs_002587,  当前价为: 6.84, 最高价为: 7.99, 最低价为: 4.65
[*] 股票代码: hs_300078,  当前价为: 11.06, 最高价为: 11.88, 最低价为: 8.09
[*] 股票代码: hs_300300,  当前价为: 12.47, 最高价为: 13.30, 最低价为: 9.05
[*] 股票代码: hs_300025,  当前价为: 6.68, 最高价为: 7.26, 最低价为: 4.32
[*] 股票代码: hs_300520,  当前价为: 22.14, 最高价为: 23.55, 最低价为: 14.35
[*] 股票代码: hs_002114,  当前价为: 8.19, 最高价为: 9.52, 最低价为: 6.19
[*] 股票代码: hs_300514,  当前价为: 15.62, 最高价为: 15.62, 最低价为: 9.84
[*] 股票代码: hs_300297,  当前价为: 7.83, 最高价为: 8.58, 最低价为: 4.84
[*] 股票代码: hs_300366,  当前价为: 9.52, 最高价为: 11.20, 最低价为: 6.22
[*] 股票代码: hs_000981,  当前价为: 3.68, 最高价为: 4.18, 最低价为: 2.58
[*] 股票代码: hs_300312,  当前价为: 9.15, 最高价为: 10.60, 最低价为: 6.77
[*] 股票代码: hs_300536,  当前价为: 9.80, 最高价为: 10.58, 最低价为: 8.10
[*] 股票代码: hs_000063,  当前价为: 29.21, 最高价为: 32.87, 最低价为: 18.24
[*] 股票代码: hs_300268,  当前价为: 15.44, 最高价为: 16.26, 最低价为: 10.62
[*] 股票代码: hs_002721,  当前价为: 6.41, 最高价为: 7.15, 最低价为: 5.15
[*] 股票代码: hs_002121,  当前价为: 6.67, 最高价为: 7.73, 最低价为: 3.83
[*] 股票代码: hs_300687,  当前价为: 27.40, 最高价为: 30.03, 最低价为: 17.43
[*] 股票代码: hs_300018,  当前价为: 5.74, 最高价为: 7.88, 最低价为: 4.21
[*] 股票代码: hs_300152,  当前价为: 2.80, 最高价为: 3.48, 最低价为: 1.65

[!] ============================== 开始过滤 ==============================

[*] 股票代码: 601857, 离最低点差值: 7.58%, 离最高点差值: 4.70%, 当前价格: 7.66, 最低价格: 7.12, 最高价格: 8.02
[*] 股票代码: 600083, 离最低点差值: 9.44%, 离最高点差值: 8.62%, 当前价格: 17.63, 最低价格: 16.11, 最高价格: 19.15
[*] 股票代码: 600083, 离最低点差值: 9.44%, 离最高点差值: 8.62%, 当前价格: 17.63, 最低价格: 16.11, 最高价格: 19.15
[*] 股票代码: 600236, 离最低点差值: 10.78%, 离最高点差值: 6.73%, 当前价格: 5.65, 最低价格: 5.1, 最高价格: 6.03
[*] 股票代码: 600508, 离最低点差值: 11.73%, 离最高点差值: 5.15%, 当前价格: 10.67, 最低价格: 9.55, 最高价格: 11.22
[*] 股票代码: 601898, 离最低点差值: 12.28%, 离最高点差值: 6.45%, 当前价格: 5.12, 最低价格: 4.56, 最高价格: 5.45
[*] 股票代码: 601898, 离最低点差值: 12.28%, 离最高点差值: 6.45%, 当前价格: 5.12, 最低价格: 4.56, 最高价格: 5.45
[*] 股票代码: 600126, 离最低点差值: 12.84%, 离最高点差值: 7.52%, 当前价格: 4.92, 最低价格: 4.36, 最高价格: 5.29
[*] 股票代码: 601101, 离最低点差值: 14.19%, 离最高点差值: 8.18%, 当前价格: 6.6, 最低价格: 5.78, 最高价格: 7.14
[*] 股票代码: 600706, 离最低点差值: 14.29%, 离最高点差值: 6.21%, 当前价格: 11.44, 最低价格: 10.01, 最高价格: 12.15
[*] 股票代码: 600638, 离最低点差值: 15.06%, 离最高点差值: 9.95%, 当前价格: 9.55, 最低价格: 8.3, 最高价格: 10.5
[*] 股票代码: 601088, 离最低点差值: 15.19%, 离最高点差值: 8.29%, 当前价格: 20.02, 最低价格: 17.38, 最高价格: 21.68
[*] 股票代码: 600803, 离最低点差值: 15.45%, 离最高点差值: 5.98%, 当前价格: 11.21, 最低价格: 9.71, 最高价格: 11.88
[*] 股票代码: 600578, 离最低点差值: 16.67%, 离最高点差值: 5.17%, 当前价格: 3.29, 最低价格: 2.82, 最高价格: 3.46
[*] 股票代码: 600333, 离最低点差值: 17.70%, 离最高点差值: 14.86%, 当前价格: 5.72, 最低价格: 4.86, 最高价格: 6.57
[*] 股票代码: 600028, 离最低点差值: 17.94%, 离最高点差值: 6.32%, 当前价格: 5.85, 最低价格: 4.96, 最高价格: 6.22
[*] 股票代码: 600195, 离最低点差值: 17.95%, 离最高点差值: 5.79%, 当前价格: 12.09, 最低价格: 10.25, 最高价格: 12.79
[*] 股票代码: 603367, 离最低点差值: 18.24%, 离最高点差值: 7.50%, 当前价格: 16.27, 最低价格: 13.76, 最高价格: 17.49
[*] 股票代码: 601011, 离最低点差值: 18.47%, 离最高点差值: 9.76%, 当前价格: 6.35, 最低价格: 5.36, 最高价格: 6.97
[*] 股票代码: 600761, 离最低点差值: 18.68%, 离最高点差值: 5.87%, 当前价格: 10.23, 最低价格: 8.62, 最高价格: 10.83
[*] 股票代码: 600312, 离最低点差值: 18.75%, 离最高点差值: 13.22%, 当前价格: 8.55, 最低价格: 7.2, 最高价格: 9.68
[*] 股票代码: 600057, 离最低点差值: 18.83%, 离最高点差值: 5.56%, 当前价格: 4.86, 最低价格: 4.09, 最高价格: 5.13
[*] 股票代码: 601069, 离最低点差值: 18.91%, 离最高点差值: 10.67%, 当前价格: 14.9, 最低价格: 12.53, 最高价格: 16.49
[*] 股票代码: 603706, 离最低点差值: 19.11%, 离最高点差值: 30.43%, 当前价格: 25.8, 最低价格: 21.66, 最高价格: 33.65
[*] 股票代码: 600618, 离最低点差值: 19.50%, 离最高点差值: 7.31%, 当前价格: 7.66, 最低价格: 6.41, 最高价格: 8.22
[*] 股票代码: 601005, 离最低点差值: 19.89%, 离最高点差值: 8.52%, 当前价格: 2.23, 最低价格: 1.86, 最高价格: 2.42
[*] 股票代码: 600282, 离最低点差值: 20.48%, 离最高点差值: 7.25%, 当前价格: 4.0, 最低价格: 3.32, 最高价格: 4.29
[*] 股票代码: 600782, 离最低点差值: 20.49%, 离最高点差值: 7.99%, 当前价格: 5.88, 最低价格: 4.88, 最高价格: 6.35
[*] 股票代码: 603388, 离最低点差值: 20.50%, 离最高点差值: 7.77%, 当前价格: 11.46, 最低价格: 9.51, 最高价格: 12.35
[*] 股票代码: 600491, 离最低点差值: 20.63%, 离最高点差值: 11.22%, 当前价格: 7.31, 最低价格: 6.06, 最高价格: 8.13
[*] 股票代码: 600352, 离最低点差值: 20.93%, 离最高点差值: 5.83%, 当前价格: 10.63, 最低价格: 8.79, 最高价格: 11.25
[*] 股票代码: 603586, 离最低点差值: 21.17%, 离最高点差值: 8.06%, 当前价格: 14.88, 最低价格: 12.28, 最高价格: 16.08
[*] 股票代码: 002857, 离最低点差值: 21.62%, 离最高点差值: 7.30%, 当前价格: 12.6, 最低价格: 10.36, 最高价格: 13.52
[*] 股票代码: 603979, 离最低点差值: 21.66%, 离最高点差值: 4.54%, 当前价格: 8.82, 最低价格: 7.25, 最高价格: 9.22
[*] 股票代码: 603192, 离最低点差值: 21.72%, 离最高点差值: 7.13%, 当前价格: 33.12, 最低价格: 27.21, 最高价格: 35.48
[*] 股票代码: 600623, 离最低点差值: 22.11%, 离最高点差值: 7.52%, 当前价格: 8.78, 最低价格: 7.19, 最高价格: 9.44
[*] 股票代码: 600362, 离最低点差值: 22.19%, 离最高点差值: 11.72%, 当前价格: 15.53, 最低价格: 12.71, 最高价格: 17.35
[*] 股票代码: 600466, 离最低点差值: 23.03%, 离最高点差值: 11.20%, 当前价格: 6.25, 最低价格: 5.08, 最高价格: 6.95
[*] 股票代码: 601992, 离最低点差值: 23.44%, 离最高点差值: 8.86%, 当前价格: 3.95, 最低价格: 3.2, 最高价格: 4.3
[*] 股票代码: 600496, 离最低点差值: 23.62%, 离最高点差值: 8.60%, 当前价格: 3.14, 最低价格: 2.54, 最高价格: 3.41
[*] 股票代码: 601886, 离最低点差值: 23.91%, 离最高点差值: 8.42%, 当前价格: 8.55, 最低价格: 6.9, 最高价格: 9.27
[*] 股票代码: 600970, 离最低点差值: 23.93%, 离最高点差值: 7.04%, 当前价格: 6.68, 最低价格: 5.39, 最高价格: 7.15
[*] 股票代码: 600418, 离最低点差值: 24.12%, 离最高点差值: 8.11%, 当前价格: 5.3, 最低价格: 4.27, 最高价格: 5.73
[*] 股票代码: 002721, 离最低点差值: 24.47%, 离最高点差值: 11.54%, 当前价格: 6.41, 最低价格: 5.15, 最高价格: 7.15
[*] 股票代码: 600794, 离最低点差值: 24.61%, 离最高点差值: 10.66%, 当前价格: 3.19, 最低价格: 2.56, 最高价格: 3.53
[*] 股票代码: 600325, 离最低点差值: 24.88%, 离最高点差值: 7.04%, 当前价格: 7.53, 最低价格: 6.03, 最高价格: 8.06
[*] 股票代码: 002471, 离最低点差值: 25.48%, 离最高点差值: 13.03%, 当前价格: 3.3, 最低价格: 2.63, 最高价格: 3.73
[*] 股票代码: 603338, 离最低点差值: 25.51%, 离最高点差值: 8.48%, 当前价格: 67.9, 最低价格: 54.1, 最高价格: 73.66
[*] 股票代码: 601872, 离最低点差值: 25.56%, 离最高点差值: 8.85%, 当前价格: 4.52, 最低价格: 3.6, 最高价格: 4.92
[*] 股票代码: 601058, 离最低点差值: 25.79%, 离最高点差值: 8.99%, 当前价格: 2.78, 最低价格: 2.21, 最高价格: 3.03
[*] 股票代码: 601336, 离最低点差值: 25.99%, 离最高点差值: 14.32%, 当前价格: 49.15, 最低价格: 39.01, 最高价格: 56.19
[*] 股票代码: 002662, 离最低点差值: 26.34%, 离最高点差值: 9.57%, 当前价格: 4.7, 最低价格: 3.72, 最高价格: 5.15
[*] 股票代码: 603227, 离最低点差值: 26.48%, 离最高点差值: 6.90%, 当前价格: 4.49, 最低价格: 3.55, 最高价格: 4.8
[*] 股票代码: 600558, 离最低点差值: 26.77%, 离最高点差值: 9.16%, 当前价格: 3.93, 最低价格: 3.1, 最高价格: 4.29
[*] 股票代码: 000691, 离最低点差值: 26.95%, 离最高点差值: 10.83%, 当前价格: 4.71, 最低价格: 3.71, 最高价格: 5.22
[*] 股票代码: 603188, 离最低点差值: 26.97%, 离最高点差值: 5.99%, 当前价格: 8.85, 最低价格: 6.97, 最高价格: 9.38
[*] 股票代码: 601968, 离最低点差值: 27.55%, 离最高点差值: 9.40%, 当前价格: 5.0, 最低价格: 3.92, 最高价格: 5.47
[*] 股票代码: 600559, 离最低点差值: 27.76%, 离最高点差值: 7.99%, 当前价格: 15.14, 最低价格: 11.85, 最高价格: 16.35
[*] 股票代码: 002433, 离最低点差值: 27.78%, 离最高点差值: 7.83%, 当前价格: 5.75, 最低价格: 4.5, 最高价格: 6.2
[*] 股票代码: 600702, 离最低点差值: 27.92%, 离最高点差值: 9.07%, 当前价格: 27.12, 最低价格: 21.2, 最高价格: 29.58
[*] 股票代码: 000004, 离最低点差值: 27.97%, 离最高点差值: 15.02%, 当前价格: 17.98, 最低价格: 14.05, 最高价格: 20.68
[*] 股票代码: 600371, 离最低点差值: 28.10%, 离最高点差值: 8.21%, 当前价格: 7.43, 最低价格: 5.8, 最高价格: 8.04
[*] 股票代码: 600580, 离最低点差值: 28.27%, 离最高点差值: 4.11%, 当前价格: 8.03, 最低价格: 6.26, 最高价格: 8.36
[*] 股票代码: 000782, 离最低点差值: 28.39%, 离最高点差值: 4.98%, 当前价格: 5.02, 最低价格: 3.91, 最高价格: 5.27
[*] 股票代码: 600178, 离最低点差值: 28.74%, 离最高点差值: 16.32%, 当前价格: 5.33, 最低价格: 4.14, 最高价格: 6.2
[*] 股票代码: 600590, 离最低点差值: 29.03%, 离最高点差值: 8.09%, 当前价格: 6.8, 最低价格: 5.27, 最高价格: 7.35
[*] 股票代码: 000766, 离最低点差值: 29.26%, 离最高点差值: 23.83%, 当前价格: 7.51, 最低价格: 5.81, 最高价格: 9.3
[*] 股票代码: 600026, 离最低点差值: 29.53%, 离最高点差值: 9.34%, 当前价格: 5.57, 最低价格: 4.3, 最高价格: 6.09
[*] 股票代码: 002684, 离最低点差值: 29.81%, 离最高点差值: 18.52%, 当前价格: 6.75, 最低价格: 5.2, 最高价格: 8.0
[*] 股票代码: 603042, 离最低点差值: 30.49%, 离最高点差值: 14.82%, 当前价格: 14.98, 最低价格: 11.48, 最高价格: 17.2
[*] 股票代码: 600271, 离最低点差值: 31.04%, 离最高点差值: 6.14%, 当前价格: 29.0, 最低价格: 22.13, 最高价格: 30.78
[*] 股票代码: 603993, 离最低点差值: 31.49%, 离最高点差值: 12.18%, 当前价格: 4.76, 最低价格: 3.62, 最高价格: 5.34
[*] 股票代码: 600516, 离最低点差值: 31.96%, 离最高点差值: 10.87%, 当前价格: 21.43, 最低价格: 16.24, 最高价格: 23.76
[*] 股票代码: 002114, 离最低点差值: 32.31%, 离最高点差值: 16.24%, 当前价格: 8.19, 最低价格: 6.19, 最高价格: 9.52
[*] 股票代码: 600689, 离最低点差值: 32.63%, 离最高点差值: 14.37%, 当前价格: 10.65, 最低价格: 8.03, 最高价格: 12.18
[*] 股票代码: 600711, 离最低点差值: 32.67%, 离最高点差值: 14.91%, 当前价格: 5.97, 最低价格: 4.5, 最高价格: 6.86
[*] 股票代码: 603366, 离最低点差值: 33.14%, 离最高点差值: 10.73%, 当前价格: 4.66, 最低价格: 3.5, 最高价格: 5.16
[*] 股票代码: 603366, 离最低点差值: 33.14%, 离最高点差值: 10.73%, 当前价格: 4.66, 最低价格: 3.5, 最高价格: 5.16
[*] 股票代码: 600830, 离最低点差值: 33.40%, 离最高点差值: 14.93%, 当前价格: 6.23, 最低价格: 4.67, 最高价格: 7.16
[*] 股票代码: 002502, 离最低点差值: 33.94%, 离最高点差值: 14.71%, 当前价格: 4.42, 最低价格: 3.3, 最高价格: 5.07
[*] 股票代码: 601038, 离最低点差值: 34.01%, 离最高点差值: 9.85%, 当前价格: 5.28, 最低价格: 3.94, 最高价格: 5.8
[*] 股票代码: 600898, 离最低点差值: 34.08%, 离最高点差值: 10.30%, 当前价格: 8.93, 最低价格: 6.66, 最高价格: 9.85
[*] 股票代码: 002723, 离最低点差值: 34.12%, 离最高点差值: 9.45%, 当前价格: 10.26, 最低价格: 7.65, 最高价格: 11.23
[*] 股票代码: 601633, 离最低点差值: 34.18%, 离最高点差值: 14.36%, 当前价格: 7.38, 最低价格: 5.5, 最高价格: 8.44
[*] 股票代码: 000565, 离最低点差值: 34.54%, 离最高点差值: 8.80%, 当前价格: 5.57, 最低价格: 4.14, 最高价格: 6.06
[*] 股票代码: 002604, 离最低点差值: 34.56%, 离最高点差值: 18.03%, 当前价格: 1.83, 最低价格: 1.36, 最高价格: 2.16
[*] 股票代码: 002910, 离最低点差值: 35.29%, 离最高点差值: 9.40%, 当前价格: 13.61, 最低价格: 10.06, 最高价格: 14.89
[*] 股票代码: 600880, 离最低点差值: 35.91%, 离最高点差值: 6.15%, 当前价格: 4.39, 最低价格: 3.23, 最高价格: 4.66
[*] 股票代码: 600129, 离最低点差值: 36.24%, 离最高点差值: 6.67%, 当前价格: 10.64, 最低价格: 7.81, 最高价格: 11.35
[*] 股票代码: 000415, 离最低点差值: 36.31%, 离最高点差值: 10.70%, 当前价格: 4.58, 最低价格: 3.36, 最高价格: 5.07
[*] 股票代码: 603869, 离最低点差值: 36.37%, 离最高点差值: 4.99%, 当前价格: 20.06, 最低价格: 14.71, 最高价格: 21.06
