[*] 股票代码: hs_002076,  当前价为: 3.25, 最高价为: 4.66, 最低价为: 2.63
[*] 股票代码: hs_600756,  当前价为: 17.29, 最高价为: 17.86, 最低价为: 14.75
[*] 股票代码: hs_600638,  当前价为: 8.73, 最高价为: 10.29, 最低价为: 8.30
[*] 股票代码: hs_601857,  当前价为: 7.45, 最高价为: 7.89, 最低价为: 7.12
[*] 股票代码: hs_601155,  当前价为: 29.78, 最高价为: 30.78, 最低价为: 22.99
[*] 股票代码: hs_601101,  当前价为: 6.05, 最高价为: 6.96, 最低价为: 5.78
[*] 股票代码: hs_600866,  当前价为: 3.41, 最高价为: 3.92, 最低价为: 3.04
[*] 股票代码: hs_600325,  当前价为: 6.89, 最高价为: 7.13, 最低价为: 6.03
[*] 股票代码: hs_600355,  当前价为: 4.09, 最高价为: 4.54, 最低价为: 3.24
[*] 股票代码: hs_600362,  当前价为: 13.72, 最高价为: 14.04, 最低价为: 12.71
[*] 股票代码: hs_600830,  当前价为: 5.02, 最高价为: 5.55, 最低价为: 4.67
[*] 股票代码: hs_600706,  当前价为: 10.74, 最高价为: 11.74, 最低价为: 10.01
[*] 股票代码: hs_600312,  当前价为: 8.64, 最高价为: 9.02, 最低价为: 7.20
[*] 股票代码: hs_600898,  当前价为: 8.84, 最高价为: 10.47, 最低价为: 6.66
[*] 股票代码: hs_603127,  当前价为: 56.58, 最高价为: 57.50, 最低价为: 43.44
[*] 股票代码: hs_601628,  当前价为: 22.46, 最高价为: 23.53, 最低价为: 19.78
[*] 股票代码: hs_600271,  当前价为: 26.07, 最高价为: 26.82, 最低价为: 22.13
[*] 股票代码: hs_603586,  当前价为: 13.78, 最高价为: 15.49, 最低价为: 12.28
[*] 股票代码: hs_603609,  当前价为: 8.83, 最高价为: 8.83, 最低价为: 7.21
[*] 股票代码: hs_600462,  当前价为: 2.01, 最高价为: 4.85, 最低价为: 1.77
[*] 股票代码: hs_601872,  当前价为: 4.15, 最高价为: 4.37, 最低价为: 3.60
[*] 股票代码: hs_600491,  当前价为: 6.76, 最高价为: 8.04, 最低价为: 6.06
[*] 股票代码: hs_603042,  当前价为: 12.87, 最高价为: 17.20, 最低价为: 11.48
[*] 股票代码: hs_600371,  当前价为: 6.77, 最高价为: 7.40, 最低价为: 5.80
[*] 股票代码: hs_600508,  当前价为: 9.93, 最高价为: 10.45, 最低价为: 9.55
[*] 股票代码: hs_600195,  当前价为: 11.48, 最高价为: 11.76, 最低价为: 10.25
[*] 股票代码: hs_603611,  当前价为: 16.42, 最高价为: 17.18, 最低价为: 11.71
[*] 股票代码: hs_603367,  当前价为: 15.31, 最高价为: 19.39, 最低价为: 13.76
[*] 股票代码: hs_603227,  当前价为: 4.04, 最高价为: 4.69, 最低价为: 3.55
[*] 股票代码: hs_601718,  当前价为: 3.50, 最高价为: 3.82, 最低价为: 3.31
[*] 股票代码: hs_600794,  当前价为: 2.85, 最高价为: 3.06, 最低价为: 2.56
[*] 股票代码: hs_600558,  当前价为: 3.41, 最高价为: 3.76, 最低价为: 3.10
[*] 股票代码: hs_601968,  当前价为: 4.57, 最高价为: 4.71, 最低价为: 3.92
[*] 股票代码: hs_600590,  当前价为: 5.80, 最高价为: 6.36, 最低价为: 5.27
[*] 股票代码: hs_600028,  当前价为: 5.75, 最高价为: 6.08, 最低价为: 4.96
[*] 股票代码: hs_600578,  当前价为: 2.96, 最高价为: 3.19, 最低价为: 2.82
[*] 股票代码: hs_601898,  当前价为: 4.71, 最高价为: 5.24, 最低价为: 4.56
[*] 股票代码: hs_601005,  当前价为: 2.03, 最高价为: 2.12, 最低价为: 1.80
[*] 股票代码: hs_600026,  当前价为: 5.04, 最高价为: 5.62, 最低价为: 4.30
[*] 股票代码: hs_600288,  当前价为: 7.65, 最高价为: 8.30, 最低价为: 6.72
[*] 股票代码: hs_603679,  当前价为: 23.55, 最高价为: 28.05, 最低价为: 21.07
[*] 股票代码: hs_601068,  当前价为: 5.43, 最高价为: 6.87, 最低价为: 5.01
[*] 股票代码: hs_300724,  当前价为: 34.67, 最高价为: 35.88, 最低价为: 24.47
[*] 股票代码: hs_601886,  当前价为: 7.63, 最高价为: 8.20, 最低价为: 6.62
[*] 股票代码: hs_002502,  当前价为: 3.66, 最高价为: 6.48, 最低价为: 3.30
[*] 股票代码: hs_000565,  当前价为: 4.74, 最高价为: 4.90, 最低价为: 4.14
[*] 股票代码: hs_600702,  当前价为: 26.18, 最高价为: 27.07, 最低价为: 19.88
[*] 股票代码: hs_601898,  当前价为: 4.71, 最高价为: 5.24, 最低价为: 4.56
[*] 股票代码: hs_600761,  当前价为: 9.67, 最高价为: 9.88, 最低价为: 8.62
[*] 股票代码: hs_600333,  当前价为: 5.28, 最高价为: 6.78, 最低价为: 4.86
[*] 股票代码: hs_600236,  当前价为: 5.74, 最高价为: 5.90, 最低价为: 4.95
[*] 股票代码: hs_002857,  当前价为: 11.41, 最高价为: 13.82, 最低价为: 10.36
[*] 股票代码: hs_603979,  当前价为: 7.85, 最高价为: 8.22, 最低价为: 7.25
[*] 股票代码: hs_600282,  当前价为: 3.69, 最高价为: 3.82, 最低价为: 3.32
[*] 股票代码: hs_603363,  当前价为: 9.37, 最高价为: 10.48, 最低价为: 7.26
[*] 股票代码: hs_600057,  当前价为: 4.35, 最高价为: 5.14, 最低价为: 4.09
[*] 股票代码: hs_600970,  当前价为: 5.93, 最高价为: 6.10, 最低价为: 5.39
[*] 股票代码: hs_600782,  当前价为: 5.52, 最高价为: 5.73, 最低价为: 4.73
[*] 股票代码: hs_600456,  当前价为: 18.45, 最高价为: 19.16, 最低价为: 14.01
[*] 股票代码: hs_603871,  当前价为: 37.88, 最高价为: 40.60, 最低价为: 32.83
[*] 股票代码: hs_600487,  当前价为: 19.36, 最高价为: 19.98, 最低价为: 16.10
[*] 股票代码: hs_603338,  当前价为: 64.63, 最高价为: 67.21, 最低价为: 50.46
[*] 股票代码: hs_601336,  当前价为: 42.90, 最高价为: 47.34, 最低价为: 39.01
[*] 股票代码: hs_600126,  当前价为: 4.72, 最高价为: 4.89, 最低价为: 4.36
[*] 股票代码: hs_002680,  当前价为: 1.72, 最高价为: 14.50, 最低价为: 1.72
[*] 股票代码: hs_603192,  当前价为: 29.88, 最高价为: 35.68, 最低价为: 27.21
[*] 股票代码: hs_600618,  当前价为: 7.10, 最高价为: 7.30, 最低价为: 6.41
[*] 股票代码: hs_600711,  当前价为: 5.33, 最高价为: 5.66, 最低价为: 4.50
[*] 股票代码: hs_601633,  当前价为: 7.10, 最高价为: 7.77, 最低价为: 5.50
[*] 股票代码: hs_601608,  当前价为: 2.82, 最高价为: 2.96, 最低价为: 2.57
[*] 股票代码: hs_601011,  当前价为: 5.97, 最高价为: 6.75, 最低价为: 5.36
[*] 股票代码: hs_002471,  当前价为: 3.05, 最高价为: 3.22, 最低价为: 2.63
[*] 股票代码: hs_600880,  当前价为: 3.58, 最高价为: 4.69, 最低价为: 3.23
[*] 股票代码: hs_603108,  当前价为: 7.76, 最高价为: 10.07, 最低价为: 6.74
[*] 股票代码: hs_600496,  当前价为: 2.83, 最高价为: 2.98, 最低价为: 2.54
[*] 股票代码: hs_600623,  当前价为: 8.14, 最高价为: 9.00, 最低价为: 7.19
[*] 股票代码: hs_600129,  当前价为: 9.01, 最高价为: 10.55, 最低价为: 7.81
[*] 股票代码: hs_600505,  当前价为: 5.91, 最高价为: 6.07, 最低价为: 4.49
[*] 股票代码: hs_601992,  当前价为: 3.54, 最高价为: 3.98, 最低价为: 3.20
[*] 股票代码: hs_600507,  当前价为: 12.20, 最高价为: 12.37, 最低价为: 9.66
[*] 股票代码: hs_603388,  当前价为: 10.39, 最高价为: 12.35, 最低价为: 9.51
[*] 股票代码: hs_600083,  当前价为: 16.99, 最高价为: 19.99, 最低价为: 16.11
[*] 股票代码: hs_600178,  当前价为: 4.79, 最高价为: 6.20, 最低价为: 4.14
[*] 股票代码: hs_600580,  当前价为: 7.12, 最高价为: 7.21, 最低价为: 6.26
[*] 股票代码: hs_600559,  当前价为: 14.34, 最高价为: 15.17, 最低价为: 11.85
[*] 股票代码: hs_002503,  当前价为: 2.28, 最高价为: 2.86, 最低价为: 2.05
[*] 股票代码: hs_000782,  当前价为: 4.44, 最高价为: 5.22, 最低价为: 3.91
[*] 股票代码: hs_603869,  当前价为: 16.62, 最高价为: 17.30, 最低价为: 14.51
[*] 股票代码: hs_002723,  当前价为: 8.77, 最高价为: 10.85, 最低价为: 7.65
[*] 股票代码: hs_000691,  当前价为: 4.23, 最高价为: 5.08, 最低价为: 3.71
[*] 股票代码: hs_000587,  当前价为: 2.68, 最高价为: 3.37, 最低价为: 2.29
[*] 股票代码: hs_002662,  当前价为: 4.25, 最高价为: 4.77, 最低价为: 3.64
[*] 股票代码: hs_002143,  当前价为: 2.90, 最高价为: 4.24, 最低价为: 2.51
[*] 股票代码: hs_002131,  当前价为: 1.45, 最高价为: 1.78, 最低价为: 1.27
[*] 股票代码: hs_002684,  当前价为: 6.02, 最高价为: 8.00, 最低价为: 5.20
[*] 股票代码: hs_000415,  当前价为: 3.63, 最高价为: 4.15, 最低价为: 3.36
[*] 股票代码: hs_000750,  当前价为: 4.97, 最高价为: 5.80, 最低价为: 4.00
[*] 股票代码: hs_000673,  当前价为: 4.09, 最高价为: 6.83, 最低价为: 3.42
[*] 股票代码: hs_000004,  当前价为: 16.16, 最高价为: 18.50, 最低价为: 14.05
[*] 股票代码: hs_002587,  当前价为: 5.14, 最高价为: 5.47, 最低价为: 4.65
[*] 股票代码: hs_300078,  当前价为: 9.37, 最高价为: 10.75, 最低价为: 8.09
[*] 股票代码: hs_300300,  当前价为: 10.26, 最高价为: 13.36, 最低价为: 9.05
[*] 股票代码: hs_300025,  当前价为: 4.81, 最高价为: 5.50, 最低价为: 4.23
[*] 股票代码: hs_300520,  当前价为: 16.82, 最高价为: 18.81, 最低价为: 14.35
[*] 股票代码: hs_002114,  当前价为: 7.06, 最高价为: 8.78, 最低价为: 6.19
[*] 股票代码: hs_300514,  当前价为: 11.68, 最高价为: 14.49, 最低价为: 9.84
[*] 股票代码: hs_300297,  当前价为: 5.49, 最高价为: 6.19, 最低价为: 4.84
[*] 股票代码: hs_300366,  当前价为: 7.11, 最高价为: 8.77, 最低价为: 6.22
[*] 股票代码: hs_000981,  当前价为: 2.96, 最高价为: 4.95, 最低价为: 2.58
[*] 股票代码: hs_300312,  当前价为: 8.20, 最高价为: 9.90, 最低价为: 6.58
[*] 股票代码: hs_300536,  当前价为: 8.89, 最高价为: 9.71, 最低价为: 8.10
[*] 股票代码: hs_000063,  当前价为: 23.00, 最高价为: 23.70, 最低价为: 18.24
[*] 股票代码: hs_300268,  当前价为: 13.19, 最高价为: 14.88, 最低价为: 10.45
[*] 股票代码: hs_002721,  当前价为: 5.72, 最高价为: 7.39, 最低价为: 5.15
[*] 股票代码: hs_002121,  当前价为: 4.76, 最高价为: 5.48, 最低价为: 3.83
[*] 股票代码: hs_300687,  当前价为: 20.70, 最高价为: 23.10, 最低价为: 17.43
[*] 股票代码: hs_300018,  当前价为: 5.40, 最高价为: 7.88, 最低价为: 4.21
[*] 股票代码: hs_300152,  当前价为: 1.96, 最高价为: 3.48, 最低价为: 1.65

[!] ============================== 开始过滤 ==============================

[*] 股票代码: 002680, 离最低点差值: 0.00, 当前价格: 1.72, 最低价格: 1.72, 最高价格: 14.5
[*] 股票代码: 600578, 离最低点差值: 0.14, 当前价格: 2.96, 最低价格: 2.82, 最高价格: 3.19
[*] 股票代码: 601898, 离最低点差值: 0.15, 当前价格: 4.71, 最低价格: 4.56, 最高价格: 5.24
[*] 股票代码: 601898, 离最低点差值: 0.15, 当前价格: 4.71, 最低价格: 4.56, 最高价格: 5.24
[*] 股票代码: 002604, 离最低点差值: 0.18, 当前价格: 1.54, 最低价格: 1.36, 最高价格: 2.16
[*] 股票代码: 002131, 离最低点差值: 0.18, 当前价格: 1.45, 最低价格: 1.27, 最高价格: 1.78
[*] 股票代码: 601718, 离最低点差值: 0.19, 当前价格: 3.5, 最低价格: 3.31, 最高价格: 3.82
[*] 股票代码: 601005, 离最低点差值: 0.23, 当前价格: 2.03, 最低价格: 1.8, 最高价格: 2.12
[*] 股票代码: 002503, 离最低点差值: 0.23, 当前价格: 2.28, 最低价格: 2.05, 最高价格: 2.86
[*] 股票代码: 600462, 离最低点差值: 0.24, 当前价格: 2.01, 最低价格: 1.77, 最高价格: 4.85
[*] 股票代码: 601608, 离最低点差值: 0.25, 当前价格: 2.82, 最低价格: 2.57, 最高价格: 2.96
[*] 股票代码: 600057, 离最低点差值: 0.26, 当前价格: 4.35, 最低价格: 4.09, 最高价格: 5.14
[*] 股票代码: 601101, 离最低点差值: 0.27, 当前价格: 6.05, 最低价格: 5.78, 最高价格: 6.96
[*] 股票代码: 601058, 离最低点差值: 0.27, 当前价格: 2.48, 最低价格: 2.21, 最高价格: 2.8
[*] 股票代码: 000415, 离最低点差值: 0.27, 当前价格: 3.63, 最低价格: 3.36, 最高价格: 4.15
[*] 股票代码: 600794, 离最低点差值: 0.29, 当前价格: 2.85, 最低价格: 2.56, 最高价格: 3.06
[*] 股票代码: 600496, 离最低点差值: 0.29, 当前价格: 2.83, 最低价格: 2.54, 最高价格: 2.98
[*] 股票代码: 600558, 离最低点差值: 0.31, 当前价格: 3.41, 最低价格: 3.1, 最高价格: 3.76
[*] 股票代码: 601857, 离最低点差值: 0.33, 当前价格: 7.45, 最低价格: 7.12, 最高价格: 7.89
[*] 股票代码: 601992, 离最低点差值: 0.34, 当前价格: 3.54, 最低价格: 3.2, 最高价格: 3.98
[*] 股票代码: 600830, 离最低点差值: 0.35, 当前价格: 5.02, 最低价格: 4.67, 最高价格: 5.55
[*] 股票代码: 002501, 离最低点差值: 0.35, 当前价格: 2.71, 最低价格: 2.36, 最高价格: 3.82
[*] 股票代码: 600880, 离最低点差值: 0.35, 当前价格: 3.58, 最低价格: 3.23, 最高价格: 4.69
[*] 股票代码: 600126, 离最低点差值: 0.36, 当前价格: 4.72, 最低价格: 4.36, 最高价格: 4.89
[*] 股票代码: 002502, 离最低点差值: 0.36, 当前价格: 3.66, 最低价格: 3.3, 最高价格: 6.48
[*] 股票代码: 600866, 离最低点差值: 0.37, 当前价格: 3.41, 最低价格: 3.04, 最高价格: 3.92
[*] 股票代码: 600282, 离最低点差值: 0.37, 当前价格: 3.69, 最低价格: 3.32, 最高价格: 3.82
[*] 股票代码: 600508, 离最低点差值: 0.38, 当前价格: 9.93, 最低价格: 9.55, 最高价格: 10.45
[*] 股票代码: 600321, 离最低点差值: 0.38, 当前价格: 2.13, 最低价格: 1.75, 最高价格: 2.25
[*] 股票代码: 000981, 离最低点差值: 0.38, 当前价格: 2.96, 最低价格: 2.58, 最高价格: 4.95
[*] 股票代码: 000587, 离最低点差值: 0.39, 当前价格: 2.68, 最低价格: 2.29, 最高价格: 3.37
[*] 股票代码: 002143, 离最低点差值: 0.39, 当前价格: 2.9, 最低价格: 2.51, 最高价格: 4.24
[*] 股票代码: 600651, 离最低点差值: 0.40, 当前价格: 2.97, 最低价格: 2.57, 最高价格: 3.82
[*] 股票代码: 601068, 离最低点差值: 0.42, 当前价格: 5.43, 最低价格: 5.01, 最高价格: 6.87
[*] 股票代码: 600333, 离最低点差值: 0.42, 当前价格: 5.28, 最低价格: 4.86, 最高价格: 6.78
[*] 股票代码: 002471, 离最低点差值: 0.42, 当前价格: 3.05, 最低价格: 2.63, 最高价格: 3.22
[*] 股票代码: 600638, 离最低点差值: 0.43, 当前价格: 8.73, 最低价格: 8.3, 最高价格: 10.29
[*] 股票代码: 002587, 离最低点差值: 0.49, 当前价格: 5.14, 最低价格: 4.65, 最高价格: 5.47
[*] 股票代码: 600526, 离最低点差值: 0.49, 当前价格: 3.92, 最低价格: 3.43, 最高价格: 5.58
[*] 股票代码: 603227, 离最低点差值: 0.49, 当前价格: 4.04, 最低价格: 3.55, 最高价格: 4.69
[*] 股票代码: 000691, 离最低点差值: 0.52, 当前价格: 4.23, 最低价格: 3.71, 最高价格: 5.08
[*] 股票代码: 600590, 离最低点差值: 0.53, 当前价格: 5.8, 最低价格: 5.27, 最高价格: 6.36
[*] 股票代码: 000782, 离最低点差值: 0.53, 当前价格: 4.44, 最低价格: 3.91, 最高价格: 5.22
[*] 股票代码: 002433, 离最低点差值: 0.54, 当前价格: 5.04, 最低价格: 4.5, 最高价格: 5.53
[*] 股票代码: 603993, 离最低点差值: 0.54, 当前价格: 4.16, 最低价格: 3.62, 最高价格: 4.27
[*] 股票代码: 600418, 离最低点差值: 0.54, 当前价格: 4.81, 最低价格: 4.27, 最高价格: 5.64
[*] 股票代码: 600970, 离最低点差值: 0.54, 当前价格: 5.93, 最低价格: 5.39, 最高价格: 6.1
[*] 股票代码: 601872, 离最低点差值: 0.55, 当前价格: 4.15, 最低价格: 3.6, 最高价格: 4.37
[*] 股票代码: 002721, 离最低点差值: 0.57, 当前价格: 5.72, 最低价格: 5.15, 最高价格: 7.39
[*] 股票代码: 603979, 离最低点差值: 0.60, 当前价格: 7.85, 最低价格: 7.25, 最高价格: 8.22
[*] 股票代码: 000565, 离最低点差值: 0.60, 当前价格: 4.74, 最低价格: 4.14, 最高价格: 4.9
[*] 股票代码: 601011, 离最低点差值: 0.61, 当前价格: 5.97, 最低价格: 5.36, 最高价格: 6.75
[*] 股票代码: 002662, 离最低点差值: 0.61, 当前价格: 4.25, 最低价格: 3.64, 最高价格: 4.77
[*] 股票代码: 601038, 离最低点差值: 0.62, 当前价格: 4.56, 最低价格: 3.94, 最高价格: 5.8
[*] 股票代码: 002076, 离最低点差值: 0.62, 当前价格: 3.25, 最低价格: 2.63, 最高价格: 4.66
[*] 股票代码: 600466, 离最低点差值: 0.65, 当前价格: 5.66, 最低价格: 5.01, 最高价格: 5.99
[*] 股票代码: 601968, 离最低点差值: 0.65, 当前价格: 4.57, 最低价格: 3.92, 最高价格: 4.71
[*] 股票代码: 600178, 离最低点差值: 0.65, 当前价格: 4.79, 最低价格: 4.14, 最高价格: 6.2
[*] 股票代码: 000673, 离最低点差值: 0.67, 当前价格: 4.09, 最低价格: 3.42, 最高价格: 6.83
[*] 股票代码: 600803, 离最低点差值: 0.68, 当前价格: 10.39, 最低价格: 9.71, 最高价格: 11.25
[*] 股票代码: 600618, 离最低点差值: 0.69, 当前价格: 7.1, 最低价格: 6.41, 最高价格: 7.3
[*] 股票代码: 600491, 离最低点差值: 0.70, 当前价格: 6.76, 最低价格: 6.06, 最高价格: 8.04
[*] 股票代码: 600706, 离最低点差值: 0.73, 当前价格: 10.74, 最低价格: 10.01, 最高价格: 11.74
[*] 股票代码: 600026, 离最低点差值: 0.74, 当前价格: 5.04, 最低价格: 4.3, 最高价格: 5.62
[*] 股票代码: 603366, 离最低点差值: 0.78, 当前价格: 4.28, 最低价格: 3.5, 最高价格: 5.54
[*] 股票代码: 603366, 离最低点差值: 0.78, 当前价格: 4.28, 最低价格: 3.5, 最高价格: 5.54
[*] 股票代码: 600782, 离最低点差值: 0.79, 当前价格: 5.52, 最低价格: 4.73, 最高价格: 5.73
[*] 股票代码: 600028, 离最低点差值: 0.79, 当前价格: 5.75, 最低价格: 4.96, 最高价格: 6.08
[*] 股票代码: 600236, 离最低点差值: 0.79, 当前价格: 5.74, 最低价格: 4.95, 最高价格: 5.9
[*] 股票代码: 002684, 离最低点差值: 0.82, 当前价格: 6.02, 最低价格: 5.2, 最高价格: 8.0
[*] 股票代码: 603188, 离最低点差值: 0.83, 当前价格: 7.8, 最低价格: 6.97, 最高价格: 9.09
[*] 股票代码: 600711, 离最低点差值: 0.83, 当前价格: 5.33, 最低价格: 4.5, 最高价格: 5.66
[*] 股票代码: 600355, 离最低点差值: 0.85, 当前价格: 4.09, 最低价格: 3.24, 最高价格: 4.54
[*] 股票代码: 600325, 离最低点差值: 0.86, 当前价格: 6.89, 最低价格: 6.03, 最高价格: 7.13
[*] 股票代码: 600580, 离最低点差值: 0.86, 当前价格: 7.12, 最低价格: 6.26, 最高价格: 7.21
[*] 股票代码: 002114, 离最低点差值: 0.87, 当前价格: 7.06, 最低价格: 6.19, 最高价格: 8.78
[*] 股票代码: 600083, 离最低点差值: 0.88, 当前价格: 16.99, 最低价格: 16.11, 最高价格: 19.99
[*] 股票代码: 600083, 离最低点差值: 0.88, 当前价格: 16.99, 最低价格: 16.11, 最高价格: 19.99
[*] 股票代码: 603388, 离最低点差值: 0.88, 当前价格: 10.39, 最低价格: 9.51, 最高价格: 12.35
[*] 股票代码: 002121, 离最低点差值: 0.93, 当前价格: 4.76, 最低价格: 3.83, 最高价格: 5.48
[*] 股票代码: 000766, 离最低点差值: 0.93, 当前价格: 6.74, 最低价格: 5.81, 最高价格: 9.3
[*] 股票代码: 600288, 离最低点差值: 0.93, 当前价格: 7.65, 最低价格: 6.72, 最高价格: 8.3
[*] 股票代码: 600623, 离最低点差值: 0.95, 当前价格: 8.14, 最低价格: 7.19, 最高价格: 9.0
[*] 股票代码: 600371, 离最低点差值: 0.97, 当前价格: 6.77, 最低价格: 5.8, 最高价格: 7.4
[*] 股票代码: 000750, 离最低点差值: 0.97, 当前价格: 4.97, 最低价格: 4.0, 最高价格: 5.8
[*] 股票代码: 601069, 离最低点差值: 0.98, 当前价格: 13.51, 最低价格: 12.53, 最高价格: 16.85
[*] 股票代码: 600362, 离最低点差值: 1.01, 当前价格: 13.72, 最低价格: 12.71, 最高价格: 14.04
[*] 股票代码: 601886, 离最低点差值: 1.01, 当前价格: 7.63, 最低价格: 6.62, 最高价格: 8.2
[*] 股票代码: 603108, 离最低点差值: 1.02, 当前价格: 7.76, 最低价格: 6.74, 最高价格: 10.07
[*] 股票代码: 600761, 离最低点差值: 1.05, 当前价格: 9.67, 最低价格: 8.62, 最高价格: 9.88
[*] 股票代码: 002857, 离最低点差值: 1.05, 当前价格: 11.41, 最低价格: 10.36, 最高价格: 13.82
[*] 股票代码: 002723, 离最低点差值: 1.12, 当前价格: 8.77, 最低价格: 7.65, 最高价格: 10.85
[*] 股票代码: 600129, 离最低点差值: 1.20, 当前价格: 9.01, 最低价格: 7.81, 最高价格: 10.55
[*] 股票代码: 600195, 离最低点差值: 1.23, 当前价格: 11.48, 最低价格: 10.25, 最高价格: 11.76
[*] 股票代码: 000712, 离最低点差值: 1.24, 当前价格: 10.04, 最低价格: 8.8, 最高价格: 11.44
[*] 股票代码: 603042, 离最低点差值: 1.39, 当前价格: 12.87, 最低价格: 11.48, 最高价格: 17.2
[*] 股票代码: 600505, 离最低点差值: 1.42, 当前价格: 5.91, 最低价格: 4.49, 最高价格: 6.07
[*] 股票代码: 600312, 离最低点差值: 1.44, 当前价格: 8.64, 最低价格: 7.2, 最高价格: 9.02
[*] 股票代码: 603586, 离最低点差值: 1.50, 当前价格: 13.78, 最低价格: 12.28, 最高价格: 15.49
[*] 股票代码: 603367, 离最低点差值: 1.55, 当前价格: 15.31, 最低价格: 13.76, 最高价格: 19.39
[*] 股票代码: 600352, 离最低点差值: 1.56, 当前价格: 10.08, 最低价格: 8.52, 最高价格: 10.38
[*] 股票代码: 601633, 离最低点差值: 1.60, 当前价格: 7.1, 最低价格: 5.5, 最高价格: 7.77
[*] 股票代码: 603609, 离最低点差值: 1.62, 当前价格: 8.83, 最低价格: 7.21, 最高价格: 8.83
[*] 股票代码: 600031, 离最低点差值: 1.74, 当前价格: 9.46, 最低价格: 7.72, 最高价格: 9.82
[*] 股票代码: 002910, 离最低点差值: 1.81, 当前价格: 11.87, 最低价格: 10.06, 最高价格: 14.37
[*] 股票代码: 603363, 离最低点差值: 2.11, 当前价格: 9.37, 最低价格: 7.26, 最高价格: 10.48
[*] 股票代码: 000004, 离最低点差值: 2.11, 当前价格: 16.16, 最低价格: 14.05, 最高价格: 18.5
[*] 股票代码: 603869, 离最低点差值: 2.11, 当前价格: 16.62, 最低价格: 14.51, 最高价格: 17.3
[*] 股票代码: 600898, 离最低点差值: 2.18, 当前价格: 8.84, 最低价格: 6.66, 最高价格: 10.47
[*] 股票代码: 603706, 离最低点差值: 2.21, 当前价格: 23.87, 最低价格: 21.66, 最高价格: 33.97
[*] 股票代码: 601088, 离最低点差值: 2.27, 当前价格: 19.65, 最低价格: 17.38, 最高价格: 20.23
[*] 股票代码: 600689, 离最低点差值: 2.34, 当前价格: 10.37, 最低价格: 8.03, 最高价格: 12.25
[*] 股票代码: 600259, 离最低点差值: 2.39, 当前价格: 22.07, 最低价格: 19.68, 最高价格: 26.74
[*] 股票代码: 603996, 离最低点差值: 2.43, 当前价格: 9.66, 最低价格: 7.23, 最高价格: 10.8
